;Rank;Guild;Realm;ItemsLvl;name;class;faction;gender;race;url_with_background;url_character;ID
11432;11433;KFC Fitness Club;Tarren Mill;477.69;Obvis;paladin;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/tarren-mill/165/159661477-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/165/159661477-main-raw.png;obvis-tarren mill
12539;12540;The Iron Throne;Kazzak;477.44;Obynox;rogue;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/181/165938613-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/181/165938613-main-raw.png;obynox-kazzak
29729;29730;Pure;Turalyon;474.88;Occisorr;rogue;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/turalyon/76/124938572-main.jpg;https://render-eu.worldofwarcraft.com/character/turalyon/76/124938572-main-raw.png;occisorr-turalyon
32178;32179;Shobu Aïki;Hyjal;474.63;Ochnan;mage;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/hyjal/77/186851149-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/77/186851149-main-raw.png;ochnan-hyjal
5599;5600; ;Aegwynn;479.19;Octaine;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/aegwynn/13/182323469-main.jpg;https://render-eu.worldofwarcraft.com/character/aegwynn/13/182323469-main-raw.png;octaine-aegwynn
3356;3357; ;Kazzak;479.75;Octavían;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/38/76845606-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/38/76845606-main-raw.png;octavían-kazzak
12544;12545;Mea Culpa;Chamber of Aspects;477.44;Odiem;warlock;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/chamber-of-aspects/1/185186049-main.jpg;https://render-eu.worldofwarcraft.com/character/chamber-of-aspects/1/185186049-main-raw.png;odiem-chamber of aspects
3593;3594; ;Kul Tiras;479.69;Odigma;warrior;alliance;FEMALE;dwarf;https://render-eu.worldofwarcraft.com/character/kul-tiras/253/46818045-main.jpg;https://render-eu.worldofwarcraft.com/character/kul-tiras/253/46818045-main-raw.png;odigma-kul tiras
19390;19391;Warchief of the Ho..;Twisting Nether;476.25;Odilear;warlock;horde;FEMALE;goblin;https://render-eu.worldofwarcraft.com/character/twisting-nether/184/165254584-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/184/165254584-main-raw.png;odilear-twisting nether
7910;7911;Adapt;Kazzak;478.69;Odiosa;shaman;horde;FEMALE;tauren;https://render-eu.worldofwarcraft.com/character/kazzak/141/166453133-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/141/166453133-main-raw.png;odiosa-kazzak
40728;40729;Adapt;Kazzak;473.56;Odiwankenobí;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/208/184368336-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/208/184368336-main-raw.png;odiwankenobí-kazzak
18233;18234;Death RePackaged;Draenor;476.38;Odrùid;druid;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/draenor/6/125163270-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/6/125163270-main-raw.png;odrùid-draenor
14288;14289;Impact;Archimonde;477.06;Offender;warrior;horde;MALE;pandaren;https://render-eu.worldofwarcraft.com/character/archimonde/226/119045858-main.jpg;https://render-eu.worldofwarcraft.com/character/archimonde/226/119045858-main-raw.png;offender-archimonde
5964;5965; ;Ragnaros;479.13;Offrotty;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/ragnaros/213/145641429-main.jpg;https://render-eu.worldofwarcraft.com/character/ragnaros/213/145641429-main-raw.png;offrotty-ragnaros
6961;6962; ;Ysondre;478.94;Ofia;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/ysondre/44/101594924-main.jpg;https://render-eu.worldofwarcraft.com/character/ysondre/44/101594924-main-raw.png;ofia-ysondre
20843;20844;The University;Ravencrest;476.0;Ogmudbone;warrior;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/ravencrest/249/113083641-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/249/113083641-main-raw.png;ogmudbone-ravencrest
20869;20870;Cutting Hedge;Tarren Mill;476.0;Ognia;shaman;horde;FEMALE;vulpera;https://render-eu.worldofwarcraft.com/character/tarren-mill/190/156988350-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/190/156988350-main-raw.png;ognia-tarren mill
31634;31635;Scrotie McBoogerba..;Stormscale;474.69;Ogo;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/stormscale/137/116951433-main.jpg;https://render-eu.worldofwarcraft.com/character/stormscale/137/116951433-main-raw.png;ogo-stormscale
43021;43022;Aggressive Attack;Dun Modr;473.25;Ogrimrayos;shaman;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/dun-modr/104/84181096-main.jpg;https://render-eu.worldofwarcraft.com/character/dun-modr/104/84181096-main-raw.png;ogrimrayos-dun modr
34864;34865;Taurential Rain;Stormscale;474.31;Ohmnyxhia;hunter;horde;FEMALE;goblin;https://render-eu.worldofwarcraft.com/character/stormscale/39/117506599-main.jpg;https://render-eu.worldofwarcraft.com/character/stormscale/39/117506599-main-raw.png;ohmnyxhia-stormscale
12190;12011;Roll a Key;Hyjal;477.5;Ohmâ;rogue;horde;FEMALE;vulpera;https://render-eu.worldofwarcraft.com/character/hyjal/56/152144696-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/56/152144696-main-raw.png;ohmâ-hyjal
25894;25895;Fear Nothing;Defias Brotherhood;475.38;Ohâr;warrior;alliance;MALE;draenei;https://render-eu.worldofwarcraft.com/character/defias-brotherhood/137/147657609-main.jpg;https://render-eu.worldofwarcraft.com/character/defias-brotherhood/137/147657609-main-raw.png;ohâr-defias brotherhood
1620;1621; ;Ravencrest;480.5;Okaypapa;hunter;alliance;MALE;dark-iron-dwarf;https://render-eu.worldofwarcraft.com/character/ravencrest/87/154329431-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/87/154329431-main-raw.png;okaypapa-ravencrest
27220;27221;Dysfunctional Family;Defias Brotherhood;475.19;Okinawa;monk;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/defias-brotherhood/98/146899298-main.jpg;https://render-eu.worldofwarcraft.com/character/defias-brotherhood/98/146899298-main-raw.png;okinawa-defias brotherhood
27056;27057;HordeIMagen;Draenor;475.19;Okränkbar;paladin;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/draenor/102/136815718-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/102/136815718-main-raw.png;okränkbar-draenor
16807;16808;Critical Experiment;Draenor;476.63;Okthisisepic;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/44/132043052-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/44/132043052-main-raw.png;okthisisepic-draenor
9543;9544;Retired Raiders;Silvermoon;478.13;Olaine;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/46/163974702-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/46/163974702-main-raw.png;olaine-silvermoon
25803;25804;Exoteric;Silvermoon;475.38;Olauf;demon-hunter;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/190/185178558-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/190/185178558-main-raw.png;olauf-silvermoon
29278;29279;Mislead;Kazzak;474.94;Olbap;hunter;horde;FEMALE;tauren;https://render-eu.worldofwarcraft.com/character/kazzak/9/184008713-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/9/184008713-main-raw.png;olbap-kazzak
12336;12337; ;Ravencrest;477.44;Olbaz;druid;horde;FEMALE;tauren;https://render-eu.worldofwarcraft.com/character/ravencrest/243/112989427-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/243/112989427-main-raw.png;olbaz-ravencrest
5970;5971; ;Tarren Mill;479.13;Olddeadrob;rogue;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/tarren-mill/203/129144267-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/203/129144267-main-raw.png;olddeadrob-tarren mill
43928;43929;The Unforgiven;Antonidas;473.19;Olddirtyente;druid;alliance;MALE;kul-tiran;https://render-eu.worldofwarcraft.com/character/antonidas/97/117856609-main.jpg;https://render-eu.worldofwarcraft.com/character/antonidas/97/117856609-main-raw.png;olddirtyente-antonidas
46984;46985;Flawlessness;Grim Batol;472.75;Oldemort;priest;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/grim-batol/169/192209833-main.jpg;https://render-eu.worldofwarcraft.com/character/grim-batol/169/192209833-main-raw.png;oldemort-grim batol
26548;26549;Insanitÿ;Alleria;475.25;Oldnoob;paladin;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/alleria/251/121734907-main.jpg;https://render-eu.worldofwarcraft.com/character/alleria/251/121734907-main-raw.png;oldnoob-alleria
19707;19708;Tree Glow;Kazzak;476.19;Olile;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/141/164417677-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/141/164417677-main-raw.png;olile-kazzak
21232;21233;Last Resort;Draenor;475.94;Olliefellow;monk;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/137/148333449-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/137/148333449-main-raw.png;olliefellow-draenor
19249;19250;The Turtle Sanctuary;Nordrassil;476.25;Olliemage;mage;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/nordrassil/247/159697143-main.jpg;https://render-eu.worldofwarcraft.com/character/nordrassil/247/159697143-main-raw.png;olliemage-nordrassil
22831;22832;Yggdrasil EU;Ravencrest;475.75;Olì;paladin;alliance;MALE;dark-iron-dwarf;https://render-eu.worldofwarcraft.com/character/ravencrest/190/95264702-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/190/95264702-main-raw.png;olì-ravencrest
12970;12971;Yggdrasil EU;Ravencrest;477.31;Olìa;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/ravencrest/147/101597331-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/147/101597331-main-raw.png;olìa-ravencrest
4973;4974; ;Outland;479.31;Olíver;druid;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/outland/141/187732621-main.jpg;https://render-eu.worldofwarcraft.com/character/outland/141/187732621-main-raw.png;olíver-outland
45644;45645;SoulEaters;Blackrock;472.94;Olófson;death-knight;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackrock/247/131939575-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/247/131939575-main-raw.png;olófson-blackrock
6;7; ;Frostwolf;483.75;Omaghed;hunter;horde;FEMALE;maghar-orc;https://render-eu.worldofwarcraft.com/character/frostwolf/115/116586099-main.jpg;https://render-eu.worldofwarcraft.com/character/frostwolf/115/116586099-main-raw.png;omaghed-frostwolf
42066;42067;Albino Toilet Boys;Kazzak;473.38;Omeksivac;druid;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/kazzak/195/189004227-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/195/189004227-main-raw.png;omeksivac-kazzak
45155;45156;Lobsters of Spice ..;Silvermoon;473.0;Omeqalul;warrior;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/silvermoon/151/173602711-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/151/173602711-main-raw.png;omeqalul-silvermoon
464;465;Gnomish Oil Company;Silvermoon;481.63;Omgstop;rogue;alliance;MALE;gnome;https://render-eu.worldofwarcraft.com/character/silvermoon/195/186377155-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/195/186377155-main-raw.png;omgstop-silvermoon
18051;18052;Animus;Rexxar;476.44;Omid;warrior;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/rexxar/91/157900635-main.jpg;https://render-eu.worldofwarcraft.com/character/rexxar/91/157900635-main-raw.png;omid-rexxar
15607;15608;Whisky Night;Silvermoon;476.88;Omneya;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/37/187676709-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/37/187676709-main-raw.png;omneya-silvermoon
1026;1027; ;Blackrock;480.94;Omninight;death-knight;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/blackrock/164/141396132-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/164/141396132-main-raw.png;omninight-blackrock
18521;18522;Korruptio;Stormreaver;476.38;Omnipotent;shaman;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/stormreaver/242/152197106-main.jpg;https://render-eu.worldofwarcraft.com/character/stormreaver/242/152197106-main-raw.png;omnipotent-stormreaver
19766;19767;Czarna Kompania;Silvermoon;476.19;Omnissïah;priest;alliance;MALE;gnome;https://render-eu.worldofwarcraft.com/character/silvermoon/201/180453833-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/201/180453833-main-raw.png;omnissïah-silvermoon
40563;40564;Ineradicable;Blackrock;473.56;Omniweib;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackrock/227/132007139-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/227/132007139-main-raw.png;omniweib-blackrock
4240;4241; ;Tarren Mill;479.5;Omoide;mage;horde;FEMALE;undead;https://render-eu.worldofwarcraft.com/character/tarren-mill/169/134474153-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/169/134474153-main-raw.png;omoide-tarren mill
6577;6578; ;Ulduar;479.0;Omoticaya;mage;alliance;MALE;draenei;https://render-eu.worldofwarcraft.com/character/ulduar/190/152870590-main.jpg;https://render-eu.worldofwarcraft.com/character/ulduar/190/152870590-main-raw.png;omoticaya-ulduar
27256;27257;Clairière Etincela..;Archimonde;475.19;Onctuosité;paladin;alliance;MALE;dark-iron-dwarf;https://render-eu.worldofwarcraft.com/character/archimonde/54/180667190-main.jpg;https://render-eu.worldofwarcraft.com/character/archimonde/54/180667190-main-raw.png;onctuosité-archimonde
1052;1053; ;Kazzak;480.88;Onebox;paladin;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/kazzak/12/186982156-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/12/186982156-main-raw.png;onebox-kazzak
30085;30086;Nø Shrøud;Dalaran;474.88;Onehp;monk;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/dalaran/82/165564242-main.jpg;https://render-eu.worldofwarcraft.com/character/dalaran/82/165564242-main-raw.png;onehp-dalaran
20169;20170;Mea Culpa;Chamber of Aspects;476.13;Onejobsimon;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/chamber-of-aspects/228/185712612-main.jpg;https://render-eu.worldofwarcraft.com/character/chamber-of-aspects/228/185712612-main-raw.png;onejobsimon-chamber of aspects
14713;14714;vino caliente;Blackmoore;477.0;Onelove;shaman;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/blackmoore/171/140166571-main.jpg;https://render-eu.worldofwarcraft.com/character/blackmoore/171/140166571-main-raw.png;onelove-blackmoore
40187;40188;GladiuS;Nemesis;473.63;Oneshooth;rogue;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/nemesis/229/114703589-main.jpg;https://render-eu.worldofwarcraft.com/character/nemesis/229/114703589-main-raw.png;oneshooth-nemesis
39205;39206;Zero Logic;Kazzak;473.75;Oneshotks;shaman;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/kazzak/167/153391015-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/167/153391015-main-raw.png;oneshotks-kazzak
14714;14715;Revenant;Kazzak;477.0;Oneshøt;hunter;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/kazzak/149/184070549-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/149/184070549-main-raw.png;oneshøt-kazzak
36056;36057; ;Aerie Peak;474.13;Oniwaka;monk;alliance;MALE;void-elf;https://render-eu.worldofwarcraft.com/character/aerie-peak/42/162480426-main.jpg;https://render-eu.worldofwarcraft.com/character/aerie-peak/42/162480426-main-raw.png;oniwaka-aerie peak
47326;47327;Survivors;Nemesis;472.75;Ononis;hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/nemesis/182/184407222-main.jpg;https://render-eu.worldofwarcraft.com/character/nemesis/182/184407222-main-raw.png;ononis-nemesis
254;255;Primori Morte;Burning Legion;482.13;Ooj;priest;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/burning-legion/215/133405655-main.jpg;https://render-eu.worldofwarcraft.com/character/burning-legion/215/133405655-main-raw.png;ooj-burning legion
3791;3792; ;Terenas;479.63;Oorling;druid;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/terenas/117/81426805-main.jpg;https://render-eu.worldofwarcraft.com/character/terenas/117/81426805-main-raw.png;oorling-terenas
43858;43859;Föderation;Gilneas;473.19;Opaka;monk;alliance;FEMALE;mechagnome;https://render-eu.worldofwarcraft.com/character/gilneas/52/152732724-main.jpg;https://render-eu.worldofwarcraft.com/character/gilneas/52/152732724-main-raw.png;opaka-gilneas
11745;11746;Caeli Voluntas;La Croisade écarlate;477.56;Ophÿr;demon-hunter;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/la-croisade-ecarlate/94/158583646-main.jpg;https://render-eu.worldofwarcraft.com/character/la-croisade-ecarlate/94/158583646-main-raw.png;ophÿr-la croisade écarlate
6266;6267; ;Kazzak;479.06;Oppra;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/10/182286858-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/10/182286858-main-raw.png;oppra-kazzak
